metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,electrodomesticos_eficientes,temperatura_media,uso_horario_pico,horas_alto_consumo,tipo_vivienda_Departamento,tipo_vivienda_Pequeño Comercio,tipo_calefaccion_Gas,tipo_calefaccion_Losa Radiante,tipo_calefaccion_Ninguna,tipo_iluminacion_LED,tipo_iluminacion_Mixta,factor_estacional_Otoño,factor_estacional_Primavera,factor_estacional_Verano
0.05253759858046522,0.14285714285714285,0.25,0.3670886075949367,0.0,0.5,False,0.14285714285714285,False,0.0,0.06004745880217645,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,0.6971830985915493,0.6404761904761904,True,0.4999999999999999,True,False,False,False,False,False,True,True,False,False
0.05096409313213182,0.0,0.0,0.46835443037974683,0.5,0.0,False,0.2857142857142857,False,0.42500000000000004,0.07661227502346651,0.2,0.5,0.13333333333333333,0.13333333333333333,1.0,0.0,0.2222222222222222,True,0.6901408450704225,0.7357142857142857,True,0.41666666666666663,True,False,True,False,False,False,False,False,False,True
0.12911486373269074,0.7142857142857142,0.5,0.3291139240506329,1.0,0.0,False,0.8571428571428572,False,0.0,0.12842990625085202,0.8,0.5,0.4,0.4,0.0,0.0,0.5925925925925926,True,0.6032863849765258,0.588095238095238,True,0.6666666666666666,False,True,False,False,False,False,True,False,True,False
0.0949348287161152,0.42857142857142855,0.25,0.06329113924050633,0.5,1.0,True,0.0,True,0.6000000000000001,0.12223221901545867,0.4,0.0,0.06666666666666667,0.06666666666666667,1.0,0.0,0.14814814814814814,True,0.664319248826291,0.5547619047619048,True,0.7499999999999999,False,False,False,False,False,True,False,True,False,False
0.024214500510464004,0.0,0.0,0.20253164556962025,0.5,0.5,False,0.0,True,0.36875,0.0460478911310268,0.2,0.0,0.06666666666666667,0.2,1.0,0.0,0.18518518518518517,True,0.7112676056338028,0.2833333333333333,True,0.5833333333333334,True,False,False,False,False,True,False,False,False,False
0.05113892707083553,0.2857142857142857,0.0,0.26582278481012656,0.0,1.0,False,0.0,False,0.1875,0.060501209352324656,0.4,0.0,0.06666666666666667,0.0,1.0,1.0,0.14814814814814814,True,0.8075117370892018,0.7071428571428571,True,0.4999999999999999,True,False,False,False,False,False,True,False,True,False
0.03540387258750152,0.0,0.0,0.7215189873417721,0.0,1.0,False,0.0,False,0.29374999999999996,0.030287362365578836,0.0,0.0,0.06666666666666667,0.0,1.0,0.0,0.037037037037037035,False,0.6619718309859155,0.638095238095238,True,0.5833333333333334,True,False,False,False,True,False,False,False,True,False
0.02806084716194565,0.0,0.0,0.569620253164557,0.5,1.0,False,0.14285714285714285,True,0.825,0.040424694935520686,0.0,0.0,0.2,0.2,1.0,0.0,0.2222222222222222,True,0.534037558685446,0.7071428571428571,True,0.8333333333333334,True,False,True,False,False,False,True,False,True,False
0.11958641407333848,0.5714285714285714,1.0,0.25316455696202533,0.5,1.0,False,0.5714285714285714,False,0.76875,0.1850844599199997,0.8,0.0,0.2,0.06666666666666667,1.0,0.0,0.2962962962962963,True,0.761737089201878,0.6166666666666666,True,0.4999999999999999,False,False,False,False,False,True,False,False,True,False
0.054460771906206046,0.14285714285714285,0.5,0.26582278481012656,0.0,1.0,False,0.0,True,0.75,0.03097967275432427,0.0,0.0,0.13333333333333333,0.2,1.0,0.0,0.18518518518518517,False,0.5727699530516432,0.8285714285714285,True,0.5833333333333334,False,False,False,False,True,False,True,False,False,True
